Date,OREB [Time unit from - to],Forecasted Total Load [MW],Actual Total Load [MW],Time,Datetime,Hour,Weekday,Month,Month_Name,Time_Difference
2026-01-19,00:00 - 00:15,17200,17909.328,00:00,2026-01-19 00:00:00,0,Monday,1,January,
2026-01-19,00:15 - 00:30,17050,17439.41,00:15,2026-01-19 00:15:00,0,Monday,1,January,0 days 00:15:00
2026-01-19,00:30 - 00:45,16900,17515.727,00:30,2026-01-19 00:30:00,0,Monday,1,January,0 days 00:15:00
2026-01-19,00:45 - 01:00,16800,17493.357,00:45,2026-01-19 00:45:00,0,Monday,1,January,0 days 00:15:00
2026-01-19,01:00 - 01:15,16700,17276.377,01:00,2026-01-19 01:00:00,1,Monday,1,January,0 days 00:15:00
2026-01-19,01:15 - 01:30,16650,17351.166,01:15,2026-01-19 01:15:00,1,Monday,1,January,0 days 00:15:00
2026-01-19,01:30 - 01:45,16650,17236.246,01:30,2026-01-19 01:30:00,1,Monday,1,January,0 days 00:15:00
2026-01-19,01:45 - 02:00,16650,17098.74,01:45,2026-01-19 01:45:00,1,Monday,1,January,0 days 00:15:00
2026-01-19,02:00 - 02:15,16650,17018.371,02:00,2026-01-19 02:00:00,2,Monday,1,January,0 days 00:15:00
2026-01-19,02:15 - 02:30,16650,17070.008,02:15,2026-01-19 02:15:00,2,Monday,1,January,0 days 00:15:00
2026-01-19,02:30 - 02:45,16650,16942.197,02:30,2026-01-19 02:30:00,2,Monday,1,January,0 days 00:15:00
2026-01-19,02:45 - 03:00,16650,17166.479,02:45,2026-01-19 02:45:00,2,Monday,1,January,0 days 00:15:00
2026-01-19,03:00 - 03:15,16650,17085.908,03:00,2026-01-19 03:00:00,3,Monday,1,January,0 days 00:15:00
2026-01-19,03:15 - 03:30,16700,17246.764,03:15,2026-01-19 03:15:00,3,Monday,1,January,0 days 00:15:00
2026-01-19,03:30 - 03:45,16750,17236.79,03:30,2026-01-19 03:30:00,3,Monday,1,January,0 days 00:15:00
2026-01-19,03:45 - 04:00,16900,17136.248,03:45,2026-01-19 03:45:00,3,Monday,1,January,0 days 00:15:00
2026-01-19,04:00 - 04:15,17050,17324.113,04:00,2026-01-19 04:00:00,4,Monday,1,January,0 days 00:15:00
2026-01-19,04:15 - 04:30,17200,17704.078,04:15,2026-01-19 04:15:00,4,Monday,1,January,0 days 00:15:00
2026-01-19,04:30 - 04:45,17450,17612.205,04:30,2026-01-19 04:30:00,4,Monday,1,January,0 days 00:15:00
2026-01-19,04:45 - 05:00,17750,17963.377,04:45,2026-01-19 04:45:00,4,Monday,1,January,0 days 00:15:00
2026-01-19,05:00 - 05:15,18150,18495.648,05:00,2026-01-19 05:00:00,5,Monday,1,January,0 days 00:15:00
2026-01-19,05:15 - 05:30,18550,18651.145,05:15,2026-01-19 05:15:00,5,Monday,1,January,0 days 00:15:00
2026-01-19,05:30 - 05:45,19300,19280.002,05:30,2026-01-19 05:30:00,5,Monday,1,January,0 days 00:15:00
2026-01-19,05:45 - 06:00,20150,20004.621,05:45,2026-01-19 05:45:00,5,Monday,1,January,0 days 00:15:00
2026-01-19,06:00 - 06:15,21150,21340.482,06:00,2026-01-19 06:00:00,6,Monday,1,January,0 days 00:15:00
2026-01-19,06:15 - 06:30,22050,22083.94,06:15,2026-01-19 06:15:00,6,Monday,1,January,0 days 00:15:00
2026-01-19,06:30 - 06:45,22800,22910.822,06:30,2026-01-19 06:30:00,6,Monday,1,January,0 days 00:15:00
2026-01-19,06:45 - 07:00,23450,23455.26,06:45,2026-01-19 06:45:00,6,Monday,1,January,0 days 00:15:00
2026-01-19,07:00 - 07:15,24150,24141.682,07:00,2026-01-19 07:00:00,7,Monday,1,January,0 days 00:15:00
2026-01-19,07:15 - 07:30,24500,24283.854,07:15,2026-01-19 07:15:00,7,Monday,1,January,0 days 00:15:00
2026-01-19,07:30 - 07:45,24700,24503.678,07:30,2026-01-19 07:30:00,7,Monday,1,January,0 days 00:15:00
2026-01-19,07:45 - 08:00,24900,24734.455,07:45,2026-01-19 07:45:00,7,Monday,1,January,0 days 00:15:00
2026-01-19,08:00 - 08:15,25300,25354.479,08:00,2026-01-19 08:00:00,8,Monday,1,January,0 days 00:15:00
2026-01-19,08:15 - 08:30,25650,25705.26,08:15,2026-01-19 08:15:00,8,Monday,1,January,0 days 00:15:00
2026-01-19,08:30 - 08:45,25850,26079.363,08:30,2026-01-19 08:30:00,8,Monday,1,January,0 days 00:15:00
2026-01-19,08:45 - 09:00,26100,26196.398,08:45,2026-01-19 08:45:00,8,Monday,1,January,0 days 00:15:00
2026-01-19,09:00 - 09:15,26250,26253.307,09:00,2026-01-19 09:00:00,9,Monday,1,January,0 days 00:15:00
2026-01-19,09:15 - 09:30,26400,26419.473,09:15,2026-01-19 09:15:00,9,Monday,1,January,0 days 00:15:00
2026-01-19,09:30 - 09:45,26350,26268.146,09:30,2026-01-19 09:30:00,9,Monday,1,January,0 days 00:15:00
2026-01-19,09:45 - 10:00,26200,26150.87,09:45,2026-01-19 09:45:00,9,Monday,1,January,0 days 00:15:00
2026-01-19,10:00 - 10:15,26100,25834.34,10:00,2026-01-19 10:00:00,10,Monday,1,January,0 days 00:15:00
2026-01-19,10:15 - 10:30,26200,25690.725,10:15,2026-01-19 10:15:00,10,Monday,1,January,0 days 00:15:00
2026-01-19,10:30 - 10:45,26350,25883.033,10:30,2026-01-19 10:30:00,10,Monday,1,January,0 days 00:15:00
2026-01-19,10:45 - 11:00,26450,25727.648,10:45,2026-01-19 10:45:00,10,Monday,1,January,0 days 00:15:00
2026-01-19,11:00 - 11:15,26450,25628.564,11:00,2026-01-19 11:00:00,11,Monday,1,January,0 days 00:15:00
2026-01-19,11:15 - 11:30,26400,25444.738,11:15,2026-01-19 11:15:00,11,Monday,1,January,0 days 00:15:00
2026-01-19,11:30 - 11:45,26350,25437.14,11:30,2026-01-19 11:30:00,11,Monday,1,January,0 days 00:15:00
2026-01-19,11:45 - 12:00,26250,25359.71,11:45,2026-01-19 11:45:00,11,Monday,1,January,0 days 00:15:00
2026-01-19,12:00 - 12:15,26250,25221.543,12:00,2026-01-19 12:00:00,12,Monday,1,January,0 days 00:15:00
2026-01-19,12:15 - 12:30,26250,25304.893,12:15,2026-01-19 12:15:00,12,Monday,1,January,0 days 00:15:00
2026-01-19,12:30 - 12:45,26250,25362.576,12:30,2026-01-19 12:30:00,12,Monday,1,January,0 days 00:15:00
2026-01-19,12:45 - 13:00,26200,25336.22,12:45,2026-01-19 12:45:00,12,Monday,1,January,0 days 00:15:00
2026-01-19,13:00 - 13:15,26400,25495.59,13:00,2026-01-19 13:00:00,13,Monday,1,January,0 days 00:15:00
2026-01-19,13:15 - 13:30,26250,25291.484,13:15,2026-01-19 13:15:00,13,Monday,1,January,0 days 00:15:00
2026-01-19,13:30 - 13:45,25800,25353.732,13:30,2026-01-19 13:30:00,13,Monday,1,January,0 days 00:15:00
2026-01-19,13:45 - 14:00,25250,24693.506,13:45,2026-01-19 13:45:00,13,Monday,1,January,0 days 00:15:00
2026-01-19,14:00 - 14:15,25450,25045.055,14:00,2026-01-19 14:00:00,14,Monday,1,January,0 days 00:15:00
2026-01-19,14:15 - 14:30,25450,25124.393,14:15,2026-01-19 14:15:00,14,Monday,1,January,0 days 00:15:00
2026-01-19,14:30 - 14:45,25450,25404.023,14:30,2026-01-19 14:30:00,14,Monday,1,January,0 days 00:15:00
2026-01-19,14:45 - 15:00,25250,24981.605,14:45,2026-01-19 14:45:00,14,Monday,1,January,0 days 00:15:00
2026-01-19,15:00 - 15:15,25150,24825.57,15:00,2026-01-19 15:00:00,15,Monday,1,January,0 days 00:15:00
2026-01-19,15:15 - 15:30,25100,24919.613,15:15,2026-01-19 15:15:00,15,Monday,1,January,0 days 00:15:00
2026-01-19,15:30 - 15:45,25250,24873.064,15:30,2026-01-19 15:30:00,15,Monday,1,January,0 days 00:15:00
2026-01-19,15:45 - 16:00,25350,24646.988,15:45,2026-01-19 15:45:00,15,Monday,1,January,0 days 00:15:00
2026-01-19,16:00 - 16:15,25700,24947.389,16:00,2026-01-19 16:00:00,16,Monday,1,January,0 days 00:15:00
2026-01-19,16:15 - 16:30,26050,25151.342,16:15,2026-01-19 16:15:00,16,Monday,1,January,0 days 00:15:00
2026-01-19,16:30 - 16:45,26200,25460.342,16:30,2026-01-19 16:30:00,16,Monday,1,January,0 days 00:15:00
2026-01-19,16:45 - 17:00,26350,25573.943,16:45,2026-01-19 16:45:00,16,Monday,1,January,0 days 00:15:00
2026-01-19,17:00 - 17:15,26350,25572.518,17:00,2026-01-19 17:00:00,17,Monday,1,January,0 days 00:15:00
2026-01-19,17:15 - 17:30,26300,25675.523,17:15,2026-01-19 17:15:00,17,Monday,1,January,0 days 00:15:00
2026-01-19,17:30 - 17:45,26200,25637.33,17:30,2026-01-19 17:30:00,17,Monday,1,January,0 days 00:15:00
2026-01-19,17:45 - 18:00,25900,25265.902,17:45,2026-01-19 17:45:00,17,Monday,1,January,0 days 00:15:00
2026-01-19,18:00 - 18:15,25750,25341.105,18:00,2026-01-19 18:00:00,18,Monday,1,January,0 days 00:15:00
2026-01-19,18:15 - 18:30,25850,25427.174,18:15,2026-01-19 18:15:00,18,Monday,1,January,0 days 00:15:00
2026-01-19,18:30 - 18:45,25850,25400.514,18:30,2026-01-19 18:30:00,18,Monday,1,January,0 days 00:15:00
2026-01-19,18:45 - 19:00,25800,25389.111,18:45,2026-01-19 18:45:00,18,Monday,1,January,0 days 00:15:00
2026-01-19,19:00 - 19:15,25800,25358.514,19:00,2026-01-19 19:00:00,19,Monday,1,January,0 days 00:15:00
2026-01-19,19:15 - 19:30,25800,25334.594,19:15,2026-01-19 19:15:00,19,Monday,1,January,0 days 00:15:00
2026-01-19,19:30 - 19:45,25750,25268.598,19:30,2026-01-19 19:30:00,19,Monday,1,January,0 days 00:15:00
2026-01-19,19:45 - 20:00,25600,24998.602,19:45,2026-01-19 19:45:00,19,Monday,1,January,0 days 00:15:00
2026-01-19,20:00 - 20:15,25450,24933.264,20:00,2026-01-19 20:00:00,20,Monday,1,January,0 days 00:15:00
2026-01-19,20:15 - 20:30,25250,24784.453,20:15,2026-01-19 20:15:00,20,Monday,1,January,0 days 00:15:00
2026-01-19,20:30 - 20:45,24950,24569.594,20:30,2026-01-19 20:30:00,20,Monday,1,January,0 days 00:15:00
2026-01-19,20:45 - 21:00,24600,24132.623,20:45,2026-01-19 20:45:00,20,Monday,1,January,0 days 00:15:00
2026-01-19,21:00 - 21:15,24150,23637.17,21:00,2026-01-19 21:00:00,21,Monday,1,January,0 days 00:15:00
2026-01-19,21:15 - 21:30,23650,23317.049,21:15,2026-01-19 21:15:00,21,Monday,1,January,0 days 00:15:00
2026-01-19,21:30 - 21:45,23100,22734.885,21:30,2026-01-19 21:30:00,21,Monday,1,January,0 days 00:15:00
2026-01-19,21:45 - 22:00,22600,21898.283,21:45,2026-01-19 21:45:00,21,Monday,1,January,0 days 00:15:00
2026-01-19,22:00 - 22:15,22450,22041.781,22:00,2026-01-19 22:00:00,22,Monday,1,January,0 days 00:15:00
2026-01-19,22:15 - 22:30,22200,21802.193,22:15,2026-01-19 22:15:00,22,Monday,1,January,0 days 00:15:00
2026-01-19,22:30 - 22:45,21950,21475.91,22:30,2026-01-19 22:30:00,22,Monday,1,January,0 days 00:15:00
2026-01-19,22:45 - 23:00,21550,20886.02,22:45,2026-01-19 22:45:00,22,Monday,1,January,0 days 00:15:00
2026-01-19,23:00 - 23:15,21150,20612.15,23:00,2026-01-19 23:00:00,23,Monday,1,January,0 days 00:15:00
2026-01-19,23:15 - 23:30,20700,20168.107,23:15,2026-01-19 23:15:00,23,Monday,1,January,0 days 00:15:00
2026-01-19,23:30 - 23:45,20400,19982.963,23:30,2026-01-19 23:30:00,23,Monday,1,January,0 days 00:15:00
2026-01-19,23:45 - 24:00,20100,19637.594,23:45,2026-01-19 23:45:00,23,Monday,1,January,0 days 00:15:00
2026-01-20,00:00 - 00:15,20050,19645.463,00:00,2026-01-20 00:00:00,0,Tuesday,1,January,0 days 00:15:00
2026-01-20,00:15 - 00:30,19800,19263.66,00:15,2026-01-20 00:15:00,0,Tuesday,1,January,0 days 00:15:00
2026-01-20,00:30 - 00:45,19650,19315.557,00:30,2026-01-20 00:30:00,0,Tuesday,1,January,0 days 00:15:00
2026-01-20,00:45 - 01:00,19450,18994.436,00:45,2026-01-20 00:45:00,0,Tuesday,1,January,0 days 00:15:00
2026-01-20,01:00 - 01:15,19300,18975.01,01:00,2026-01-20 01:00:00,1,Tuesday,1,January,0 days 00:15:00
2026-01-20,01:15 - 01:30,19200,18709.652,01:15,2026-01-20 01:15:00,1,Tuesday,1,January,0 days 00:15:00
2026-01-20,01:30 - 01:45,19050,18865.77,01:30,2026-01-20 01:30:00,1,Tuesday,1,January,0 days 00:15:00
2026-01-20,01:45 - 02:00,18950,18589.666,01:45,2026-01-20 01:45:00,1,Tuesday,1,January,0 days 00:15:00
2026-01-20,02:00 - 02:15,18900,18617.148,02:00,2026-01-20 02:00:00,2,Tuesday,1,January,0 days 00:15:00
2026-01-20,02:15 - 02:30,18900,18670.182,02:15,2026-01-20 02:15:00,2,Tuesday,1,January,0 days 00:15:00
2026-01-20,02:30 - 02:45,18900,18716.002,02:30,2026-01-20 02:30:00,2,Tuesday,1,January,0 days 00:15:00
2026-01-20,02:45 - 03:00,18900,18761.805,02:45,2026-01-20 02:45:00,2,Tuesday,1,January,0 days 00:15:00
2026-01-20,03:00 - 03:15,18950,18674.713,03:00,2026-01-20 03:00:00,3,Tuesday,1,January,0 days 00:15:00
2026-01-20,03:15 - 03:30,19000,18777.613,03:15,2026-01-20 03:15:00,3,Tuesday,1,January,0 days 00:15:00
2026-01-20,03:30 - 03:45,19000,18690.06,03:30,2026-01-20 03:30:00,3,Tuesday,1,January,0 days 00:15:00
2026-01-20,03:45 - 04:00,19050,18855.98,03:45,2026-01-20 03:45:00,3,Tuesday,1,January,0 days 00:15:00
2026-01-20,04:00 - 04:15,19250,18968.307,04:00,2026-01-20 04:00:00,4,Tuesday,1,January,0 days 00:15:00
2026-01-20,04:15 - 04:30,19400,19090.434,04:15,2026-01-20 04:15:00,4,Tuesday,1,January,0 days 00:15:00
2026-01-20,04:30 - 04:45,19500,19434.441,04:30,2026-01-20 04:30:00,4,Tuesday,1,January,0 days 00:15:00
2026-01-20,04:45 - 05:00,19700,19632.387,04:45,2026-01-20 04:45:00,4,Tuesday,1,January,0 days 00:15:00
2026-01-20,05:00 - 05:15,20150,19766.19,05:00,2026-01-20 05:00:00,5,Tuesday,1,January,0 days 00:15:00
2026-01-20,05:15 - 05:30,20350,20266.836,05:15,2026-01-20 05:15:00,5,Tuesday,1,January,0 days 00:15:00
2026-01-20,05:30 - 05:45,20700,20713.621,05:30,2026-01-20 05:30:00,5,Tuesday,1,January,0 days 00:15:00
2026-01-20,05:45 - 06:00,21450,21284.744,05:45,2026-01-20 05:45:00,5,Tuesday,1,January,0 days 00:15:00
2026-01-20,06:00 - 06:15,22800,22585.082,06:00,2026-01-20 06:00:00,6,Tuesday,1,January,0 days 00:15:00
2026-01-20,06:15 - 06:30,23500,23126.52,06:15,2026-01-20 06:15:00,6,Tuesday,1,January,0 days 00:15:00
2026-01-20,06:30 - 06:45,24150,23637.492,06:30,2026-01-20 06:30:00,6,Tuesday,1,January,0 days 00:15:00
2026-01-20,06:45 - 07:00,24900,24294.38,06:45,2026-01-20 06:45:00,6,Tuesday,1,January,0 days 00:15:00
2026-01-20,07:00 - 07:15,25400,24699.578,07:00,2026-01-20 07:00:00,7,Tuesday,1,January,0 days 00:15:00
2026-01-20,07:15 - 07:30,25550,24909.004,07:15,2026-01-20 07:15:00,7,Tuesday,1,January,0 days 00:15:00
2026-01-20,07:30 - 07:45,25650,24958.17,07:30,2026-01-20 07:30:00,7,Tuesday,1,January,0 days 00:15:00
2026-01-20,07:45 - 08:00,25900,25306.162,07:45,2026-01-20 07:45:00,7,Tuesday,1,January,0 days 00:15:00
2026-01-20,08:00 - 08:15,26200,25733.941,08:00,2026-01-20 08:00:00,8,Tuesday,1,January,0 days 00:15:00
2026-01-20,08:15 - 08:30,26450,25877.336,08:15,2026-01-20 08:15:00,8,Tuesday,1,January,0 days 00:15:00
2026-01-20,08:30 - 08:45,26700,26013.62,08:30,2026-01-20 08:30:00,8,Tuesday,1,January,0 days 00:15:00
2026-01-20,08:45 - 09:00,26950,26106.69,08:45,2026-01-20 08:45:00,8,Tuesday,1,January,0 days 00:15:00
2026-01-20,09:00 - 09:15,27250,25978.422,09:00,2026-01-20 09:00:00,9,Tuesday,1,January,0 days 00:15:00
2026-01-20,09:15 - 09:30,27300,25977.582,09:15,2026-01-20 09:15:00,9,Tuesday,1,January,0 days 00:15:00
2026-01-20,09:30 - 09:45,27300,25856.227,09:30,2026-01-20 09:30:00,9,Tuesday,1,January,0 days 00:15:00
2026-01-20,09:45 - 10:00,27150,25376.352,09:45,2026-01-20 09:45:00,9,Tuesday,1,January,0 days 00:15:00
2026-01-20,10:00 - 10:15,27000,25313.6,10:00,2026-01-20 10:00:00,10,Tuesday,1,January,0 days 00:15:00
2026-01-20,10:15 - 10:30,27050,25276.234,10:15,2026-01-20 10:15:00,10,Tuesday,1,January,0 days 00:15:00
2026-01-20,10:30 - 10:45,27150,25315.15,10:30,2026-01-20 10:30:00,10,Tuesday,1,January,0 days 00:15:00
2026-01-20,10:45 - 11:00,27150,25160.852,10:45,2026-01-20 10:45:00,10,Tuesday,1,January,0 days 00:15:00
2026-01-20,11:00 - 11:15,27100,24740.672,11:00,2026-01-20 11:00:00,11,Tuesday,1,January,0 days 00:15:00
2026-01-20,11:15 - 11:30,26950,25238.445,11:15,2026-01-20 11:15:00,11,Tuesday,1,January,0 days 00:15:00
2026-01-20,11:30 - 11:45,26850,25124.023,11:30,2026-01-20 11:30:00,11,Tuesday,1,January,0 days 00:15:00
2026-01-20,11:45 - 12:00,26800,25062.678,11:45,2026-01-20 11:45:00,11,Tuesday,1,January,0 days 00:15:00
2026-01-20,12:00 - 12:15,26800,25091.174,12:00,2026-01-20 12:00:00,12,Tuesday,1,January,0 days 00:15:00
2026-01-20,12:15 - 12:30,26750,25007.52,12:15,2026-01-20 12:15:00,12,Tuesday,1,January,0 days 00:15:00
2026-01-20,12:30 - 12:45,26750,25149.414,12:30,2026-01-20 12:30:00,12,Tuesday,1,January,0 days 00:15:00
2026-01-20,12:45 - 13:00,26750,25160.404,12:45,2026-01-20 12:45:00,12,Tuesday,1,January,0 days 00:15:00
2026-01-20,13:00 - 13:15,27000,25387.57,13:00,2026-01-20 13:00:00,13,Tuesday,1,January,0 days 00:15:00
2026-01-20,13:15 - 13:30,26750,25119.16,13:15,2026-01-20 13:15:00,13,Tuesday,1,January,0 days 00:15:00
2026-01-20,13:30 - 13:45,26300,25016.508,13:30,2026-01-20 13:30:00,13,Tuesday,1,January,0 days 00:15:00
2026-01-20,13:45 - 14:00,25800,24577.02,13:45,2026-01-20 13:45:00,13,Tuesday,1,January,0 days 00:15:00
2026-01-20,14:00 - 14:15,25900,24668.004,14:00,2026-01-20 14:00:00,14,Tuesday,1,January,0 days 00:15:00
2026-01-20,14:15 - 14:30,25900,24965.562,14:15,2026-01-20 14:15:00,14,Tuesday,1,January,0 days 00:15:00
2026-01-20,14:30 - 14:45,25800,25211.967,14:30,2026-01-20 14:30:00,14,Tuesday,1,January,0 days 00:15:00
2026-01-20,14:45 - 15:00,25550,25049.762,14:45,2026-01-20 14:45:00,14,Tuesday,1,January,0 days 00:15:00
2026-01-20,15:00 - 15:15,25450,25033.938,15:00,2026-01-20 15:00:00,15,Tuesday,1,January,0 days 00:15:00
2026-01-20,15:15 - 15:30,25400,24917.998,15:15,2026-01-20 15:15:00,15,Tuesday,1,January,0 days 00:15:00
2026-01-20,15:30 - 15:45,25550,25032.984,15:30,2026-01-20 15:30:00,15,Tuesday,1,January,0 days 00:15:00
2026-01-20,15:45 - 16:00,25550,24820.129,15:45,2026-01-20 15:45:00,15,Tuesday,1,January,0 days 00:15:00
2026-01-20,16:00 - 16:15,25850,24910.049,16:00,2026-01-20 16:00:00,16,Tuesday,1,January,0 days 00:15:00
2026-01-20,16:15 - 16:30,26150,25138.627,16:15,2026-01-20 16:15:00,16,Tuesday,1,January,0 days 00:15:00
2026-01-20,16:30 - 16:45,26300,25409.67,16:30,2026-01-20 16:30:00,16,Tuesday,1,January,0 days 00:15:00
2026-01-20,16:45 - 17:00,26300,25570.6,16:45,2026-01-20 16:45:00,16,Tuesday,1,January,0 days 00:15:00
2026-01-20,17:00 - 17:15,26300,25529.3,17:00,2026-01-20 17:00:00,17,Tuesday,1,January,0 days 00:15:00
2026-01-20,17:15 - 17:30,26200,25573.01,17:15,2026-01-20 17:15:00,17,Tuesday,1,January,0 days 00:15:00
2026-01-20,17:30 - 17:45,26050,25550.451,17:30,2026-01-20 17:30:00,17,Tuesday,1,January,0 days 00:15:00
2026-01-20,17:45 - 18:00,25850,25346.049,17:45,2026-01-20 17:45:00,17,Tuesday,1,January,0 days 00:15:00
2026-01-20,18:00 - 18:15,25700,25257.396,18:00,2026-01-20 18:00:00,18,Tuesday,1,January,0 days 00:15:00
2026-01-20,18:15 - 18:30,25750,25195.86,18:15,2026-01-20 18:15:00,18,Tuesday,1,January,0 days 00:15:00
2026-01-20,18:30 - 18:45,25850,25470.549,18:30,2026-01-20 18:30:00,18,Tuesday,1,January,0 days 00:15:00
2026-01-20,18:45 - 19:00,25750,25574.02,18:45,2026-01-20 18:45:00,18,Tuesday,1,January,0 days 00:15:00
2026-01-20,19:00 - 19:15,25750,25419.65,19:00,2026-01-20 19:00:00,19,Tuesday,1,January,0 days 00:15:00
2026-01-20,19:15 - 19:30,25750,25321.613,19:15,2026-01-20 19:15:00,19,Tuesday,1,January,0 days 00:15:00
2026-01-20,19:30 - 19:45,25700,25445.309,19:30,2026-01-20 19:30:00,19,Tuesday,1,January,0 days 00:15:00
2026-01-20,19:45 - 20:00,25600,25126.422,19:45,2026-01-20 19:45:00,19,Tuesday,1,January,0 days 00:15:00
2026-01-20,20:00 - 20:15,25400,25037.72,20:00,2026-01-20 20:00:00,20,Tuesday,1,January,0 days 00:15:00
2026-01-20,20:15 - 20:30,25200,24800.125,20:15,2026-01-20 20:15:00,20,Tuesday,1,January,0 days 00:15:00
2026-01-20,20:30 - 20:45,24950,24590.385,20:30,2026-01-20 20:30:00,20,Tuesday,1,January,0 days 00:15:00
2026-01-20,20:45 - 21:00,24650,24190.854,20:45,2026-01-20 20:45:00,20,Tuesday,1,January,0 days 00:15:00
2026-01-20,21:00 - 21:15,24300,23579.38,21:00,2026-01-20 21:00:00,21,Tuesday,1,January,0 days 00:15:00
2026-01-20,21:15 - 21:30,23800,23205.201,21:15,2026-01-20 21:15:00,21,Tuesday,1,January,0 days 00:15:00
2026-01-20,21:30 - 21:45,23250,22687.703,21:30,2026-01-20 21:30:00,21,Tuesday,1,January,0 days 00:15:00
2026-01-20,21:45 - 22:00,22600,22148.348,21:45,2026-01-20 21:45:00,21,Tuesday,1,January,0 days 00:15:00
2026-01-20,22:00 - 22:15,22550,22135.748,22:00,2026-01-20 22:00:00,22,Tuesday,1,January,0 days 00:15:00
2026-01-20,22:15 - 22:30,22300,21762.668,22:15,2026-01-20 22:15:00,22,Tuesday,1,January,0 days 00:15:00
2026-01-20,22:30 - 22:45,21950,21421.88,22:30,2026-01-20 22:30:00,22,Tuesday,1,January,0 days 00:15:00
2026-01-20,22:45 - 23:00,21500,21168.604,22:45,2026-01-20 22:45:00,22,Tuesday,1,January,0 days 00:15:00
2026-01-20,23:00 - 23:15,21250,20638.457,23:00,2026-01-20 23:00:00,23,Tuesday,1,January,0 days 00:15:00
2026-01-20,23:15 - 23:30,20850,20453.977,23:15,2026-01-20 23:15:00,23,Tuesday,1,January,0 days 00:15:00
2026-01-20,23:30 - 23:45,20600,20203.371,23:30,2026-01-20 23:30:00,23,Tuesday,1,January,0 days 00:15:00
2026-01-20,23:45 - 24:00,20200,20002.97,23:45,2026-01-20 23:45:00,23,Tuesday,1,January,0 days 00:15:00
2026-01-21,00:00 - 00:15,19950,19935.908,00:00,2026-01-21 00:00:00,0,Wednesday,1,January,0 days 00:15:00
2026-01-21,00:15 - 00:30,19800,19495.613,00:15,2026-01-21 00:15:00,0,Wednesday,1,January,0 days 00:15:00
2026-01-21,00:30 - 00:45,19650,19385.158,00:30,2026-01-21 00:30:00,0,Wednesday,1,January,0 days 00:15:00
2026-01-21,00:45 - 01:00,19500,19278.281,00:45,2026-01-21 00:45:00,0,Wednesday,1,January,0 days 00:15:00
2026-01-21,01:00 - 01:15,19350,19135.8,01:00,2026-01-21 01:00:00,1,Wednesday,1,January,0 days 00:15:00
2026-01-21,01:15 - 01:30,19250,19085.738,01:15,2026-01-21 01:15:00,1,Wednesday,1,January,0 days 00:15:00
2026-01-21,01:30 - 01:45,19150,18933.87,01:30,2026-01-21 01:30:00,1,Wednesday,1,January,0 days 00:15:00
2026-01-21,01:45 - 02:00,19050,18858.586,01:45,2026-01-21 01:45:00,1,Wednesday,1,January,0 days 00:15:00
2026-01-21,02:00 - 02:15,18950,18739.969,02:00,2026-01-21 02:00:00,2,Wednesday,1,January,0 days 00:15:00
2026-01-21,02:15 - 02:30,18950,18762.672,02:15,2026-01-21 02:15:00,2,Wednesday,1,January,0 days 00:15:00
2026-01-21,02:30 - 02:45,18950,18858.998,02:30,2026-01-21 02:30:00,2,Wednesday,1,January,0 days 00:15:00
2026-01-21,02:45 - 03:00,18950,18793.46,02:45,2026-01-21 02:45:00,2,Wednesday,1,January,0 days 00:15:00
2026-01-21,03:00 - 03:15,19000,18998.36,03:00,2026-01-21 03:00:00,3,Wednesday,1,January,0 days 00:15:00
2026-01-21,03:15 - 03:30,19050,18786.084,03:15,2026-01-21 03:15:00,3,Wednesday,1,January,0 days 00:15:00
2026-01-21,03:30 - 03:45,19050,18976.354,03:30,2026-01-21 03:30:00,3,Wednesday,1,January,0 days 00:15:00
2026-01-21,03:45 - 04:00,19100,19051.516,03:45,2026-01-21 03:45:00,3,Wednesday,1,January,0 days 00:15:00
2026-01-21,04:00 - 04:15,19300,19056.22,04:00,2026-01-21 04:00:00,4,Wednesday,1,January,0 days 00:15:00
2026-01-21,04:15 - 04:30,19350,19268.393,04:15,2026-01-21 04:15:00,4,Wednesday,1,January,0 days 00:15:00
2026-01-21,04:30 - 04:45,19550,19387.592,04:30,2026-01-21 04:30:00,4,Wednesday,1,January,0 days 00:15:00
2026-01-21,04:45 - 05:00,19750,19690.58,04:45,2026-01-21 04:45:00,4,Wednesday,1,January,0 days 00:15:00
2026-01-21,05:00 - 05:15,20150,19955.168,05:00,2026-01-21 05:00:00,5,Wednesday,1,January,0 days 00:15:00
2026-01-21,05:15 - 05:30,20400,20406.709,05:15,2026-01-21 05:15:00,5,Wednesday,1,January,0 days 00:15:00
2026-01-21,05:30 - 05:45,20750,20724.88,05:30,2026-01-21 05:30:00,5,Wednesday,1,January,0 days 00:15:00
2026-01-21,05:45 - 06:00,21500,21445.54,05:45,2026-01-21 05:45:00,5,Wednesday,1,January,0 days 00:15:00
2026-01-21,06:00 - 06:15,22700,22530.578,06:00,2026-01-21 06:00:00,6,Wednesday,1,January,0 days 00:15:00
2026-01-21,06:15 - 06:30,23450,23308.754,06:15,2026-01-21 06:15:00,6,Wednesday,1,January,0 days 00:15:00
2026-01-21,06:30 - 06:45,24100,24095.234,06:30,2026-01-21 06:30:00,6,Wednesday,1,January,0 days 00:15:00
2026-01-21,06:45 - 07:00,24700,24642.63,06:45,2026-01-21 06:45:00,6,Wednesday,1,January,0 days 00:15:00
